nome_territorio,dominio_orcrim,geometria
FUNDÃO,TCP,"POLYGON((-43.4819514 -22.8787194, -43.4816349 -22.8783043, -43.4811735 -22.8779534, -43.4790116999999 -22.8762927, -43.4790492 -22.8761741, -43.4790224 -22.8760209, -43.4736526 -22.8759219999999, -43.4737009 -22.875665, -43.4758573999999 -22.8756996, -43.4796339 -22.8757391, -43.4818627999999 -22.8757836, -43.4819031 -22.8759962, -43.4820265 -22.8777754, -43.4820693999999 -22.8787788, -43.4819514 -22.8787194))"
BAIXO GRANDE,TCP,"POLYGON((-42.060018 -22.8603866, -42.0589022 -22.8605843, -42.0581511 -22.8615728999999, -42.0575932 -22.8618498, -42.0570567999999 -22.8627592999999, -42.0552544 -22.8626209, -42.0549753999999 -22.8619881999999, -42.0528510999999 -22.8614148, -42.0514777999999 -22.8620276999999, -42.0504693 -22.864519, -42.0501689 -22.8648747999999, -42.0502762 -22.8627395, -42.0505122 -22.8599318999999, -42.0506624 -22.8578952999999, -42.0520357 -22.855918, -42.0530656999999 -22.8549490999999, -42.0542887999999 -22.8548107, -42.0566276 -22.8559971, -42.0583657 -22.8567682, -42.0595673 -22.8564716999999, -42.0603184 -22.8558982, -42.059975 -22.8571241999999, -42.0598247999999 -22.8581523, -42.0601252 -22.8584488999999, -42.0596317 -22.8589431999999, -42.0604041999999 -22.8599515999999, -42.060018 -22.8603866))"
FAVELA DO CASTELÃO,TCP,"POLYGON((-43.3390869999999 -22.6988310999999, -43.3393445 -22.6980591, -43.3403744999999 -22.6979006999999, -43.3424558999999 -22.7002366, -43.3438292 -22.6998407, -43.3448591 -22.6999198999999, -43.3453312 -22.7017015, -43.3449879 -22.7021369, -43.3451595 -22.7031069, -43.3421339999999 -22.7030078999999, -43.3418336 -22.7034631999999, -43.3407177999999 -22.7027902, -43.3384004 -22.7027704, -43.3369842 -22.701741, -43.3390869999999 -22.6988310999999))"
PARQUE AMORIM,TCP,"POLYGON((-43.3384004 -22.7027704, -43.3404212999999 -22.7028435999999, -43.3418374999999 -22.7035958, -43.3407430999999 -22.7050606999999, -43.3404427 -22.7051794, -43.3394771 -22.7053971999999, -43.336237 -22.7070401, -43.333941 -22.7077922999999, -43.3331256 -22.7081881999999, -43.3321814999999 -22.7090987, -43.3281689 -22.7092372999999, -43.3348207999999 -22.7041500999999, -43.3369842 -22.701741, -43.3384004 -22.7027704))"
MORRO DA COROA,TCP,"POLYGON((-43.1952936 -22.9211443999999, -43.1953419 -22.9212284, -43.1956208 -22.9215841999999, -43.1957227999999 -22.9215644, -43.195932 -22.9220041999999, -43.1957012999999 -22.9221424999999, -43.1958086 -22.9224785, -43.1956799 -22.9225625, -43.1956799 -22.9227205999999, -43.1953579999999 -22.9228242999999, -43.1952077999999 -22.9228787, -43.195079 -22.9229083, -43.1950308 -22.9230317999999, -43.1948752 -22.9231702, -43.1947464 -22.9231702, -43.1945426 -22.9232097, -43.1944353 -22.9232147, -43.1942905 -22.9232936999999, -43.1941671 -22.9232888, -43.1941133999999 -22.9234122999999, -43.1937647999999 -22.9234319999999, -43.193518 -22.923353, -43.1931853999999 -22.9234863999999, -43.1926811 -22.9234764999999, -43.1925095 -22.9233677999999, -43.1924344 -22.9234073, -43.1921823 -22.9232789, -43.1919837999999 -22.9229576999999, -43.1918497 -22.9225872, -43.1916995 -22.9224884, -43.1913776 -22.9222907, -43.1913453999999 -22.9220979999999, -43.1914527 -22.9220584999999, -43.1914634 -22.9219646, -43.1916083 -22.9220139999999, -43.1917369999999 -22.9217323999999, -43.1918497 -22.9216236999999, -43.1919033 -22.9218855999999, -43.1920534999999 -22.9219795, -43.1922627 -22.9216484, -43.1923968 -22.9214112999999, -43.1926167999999 -22.921436, -43.1926703999999 -22.9212729, -43.1928366999999 -22.9210406999999, -43.1931317999999 -22.9209023, -43.1934052999999 -22.9210702999999, -43.1936521 -22.9210555, -43.1938345 -22.9209715, -43.1938345 -22.9208925, -43.1941725 -22.9207936, -43.1942207 -22.9206404999999, -43.1943869999999 -22.920517, -43.1943924 -22.9203242999999, -43.1943762999999 -22.9201019, -43.194446 -22.9197708999999, -43.1957657 -22.9204379, -43.1952936 -22.9211443999999))"
MINHA CASA MINHA VIDA GUADALUPE,TCP,"POLYGON((-43.3829340999999 -22.8314119999999, -43.3828321999999 -22.8321438, -43.3826766999999 -22.8321288999999, -43.3826390999999 -22.8323811, -43.382505 -22.832391, -43.3824673999999 -22.8327025, -43.3823386999999 -22.8327618, -43.3823118999999 -22.832658, -43.3823171999999 -22.8324651, -43.3824031 -22.8320993, -43.3824620999999 -22.8315899999999, -43.3826069 -22.8305566999999, -43.3827517999999 -22.8305319999999, -43.3827785999999 -22.8304282, -43.3829717 -22.8304133, -43.382961 -22.8305814, -43.3830414 -22.830621, -43.3829340999999 -22.8314119999999))"
MORRO DA 94,TCP,"POLYGON((-43.129583 -22.9019963, -43.1295052 -22.9018258, -43.129473 -22.9018209, -43.1293175 -22.9019741, -43.1292316999999 -22.9020333999999, -43.1291351 -22.9020457, -43.1290761 -22.9020828, -43.1290144 -22.9020975999999, -43.1289125 -22.9020482, -43.1285799 -22.9019024, -43.1286898 -22.9016776, -43.1286818 -22.9015985, -43.128596 -22.9014404, -43.1284886999999 -22.9014872999999, -43.1284376999999 -22.9014404, -43.1283948 -22.9013638, -43.1283706999999 -22.9012625, -43.1283814 -22.9010969, -43.1284216 -22.9009955999999, -43.1286790999999 -22.900798, -43.1287864 -22.9009437, -43.1289098 -22.9009609999999, -43.1290546 -22.901134, -43.1291861 -22.9012006999999, -43.1291619 -22.9012304, -43.1292397 -22.9013093999999, -43.1294005999999 -22.9013143999999, -43.1295454999999 -22.9012994999999, -43.1297868999999 -22.9012501, -43.1300122 -22.9012352999999, -43.1300309 -22.9012625, -43.129988 -22.9012971, -43.1300363 -22.9013588, -43.1298968 -22.9015244, -43.1300201999999 -22.9018159, -43.129583 -22.9019963))"
FAVELINHA (MACACO),TCP,"POLYGON((-43.2562816999999 -22.9148246, -43.2561153999999 -22.9150567999999, -43.255933 -22.9150074, -43.2558687 -22.9151358999999, -43.2555682 -22.9150519, -43.255579 -22.9149727999999, -43.2548601 -22.9148147, -43.2550156999999 -22.9143354, -43.255579 -22.9144588999999, -43.2560242 -22.9145429, -43.2563407 -22.9146615, -43.2562816999999 -22.9148246))"
PONTA DO AMBRÓSIO CABO FRIO,TCP,"POLYGON((-42.045395 -22.855654, -42.0500729999999 -22.8541309999999, -42.052519 -22.853696, -42.0532059999999 -22.854171, -42.052991 -22.8548029999999, -42.051296 -22.8560889999999, -42.05076 -22.856781, -42.050438 -22.858066, -42.050288 -22.861229, -42.049923 -22.864887, -42.0468969999999 -22.865105, -42.0464469999999 -22.8653419999999, -42.045717 -22.86635, -42.0454809999999 -22.866232, -42.04561 -22.8652039999999, -42.045267 -22.864907, -42.045181 -22.864413, -42.0446019999999 -22.8633649999999, -42.0432499999999 -22.8625539999999, -42.0432279999999 -22.862317, -42.043121 -22.861664, -42.0440859999999 -22.8599639999999, -42.044258 -22.8589949999999, -42.043979 -22.858303, -42.043529 -22.855495, -42.045395 -22.855654))"
TORRE COREIA - CAMARÁ,TCP,"POLYGON((-43.5024928 -22.869901, -43.5020368 -22.8700393999999, -43.50179 -22.8701283, -43.5016343999999 -22.8701381999999, -43.5012697 -22.8699751, -43.5011087 -22.8698911, -43.500524 -22.8698515, -43.5002612 -22.8698267999999, -43.4999017 -22.8699058999999, -43.4996442 -22.8698565, -43.4992956 -22.8697774, -43.4990594999999 -22.8697033, -43.4987055 -22.869723, -43.4984104 -22.8698317999999, -43.4982924 -22.8696093, -43.4983621 -22.868863, -43.4985875 -22.8687444, -43.4990862999999 -22.8685714, -43.5002557999999 -22.8681018, -43.5003631 -22.8682254, -43.5005454999999 -22.8683341, -43.5008941999999 -22.868171, -43.5014896 -22.8679139999999, -43.5019027 -22.8677855, -43.502761 -22.8683736999999, -43.5028361 -22.8688531, -43.5028521999999 -22.8691843, -43.5029648 -22.8694611, -43.5030024 -22.8698267999999, -43.5024928 -22.869901))"
MORRO DO HOLOFOTE,TCP,"POLYGON((-43.1099184 -22.8797377999999, -43.1063993 -22.8795698, -43.1054015 -22.8791744, -43.1043394 -22.8797180999999, -43.1036313 -22.8795302, -43.1030519 -22.877405, -43.1033738 -22.8767723999999, -43.1057663 -22.8774149, -43.1075688 -22.8770096, -43.1086202 -22.8774149, -43.1099184 -22.8797377999999))"
JARDIM GRAMACHO,TCP,"POLYGON((-43.2853138999999 -22.7656263, -43.2824813999999 -22.7658241999999, -43.2810651999999 -22.7662989999999, -43.2793058 -22.7645183, -43.2792628 -22.7659429, -43.2782328 -22.765191, -43.2769453999999 -22.7656658999999, -43.2787906999999 -22.7674466, -43.2776320999999 -22.7680005999999, -43.2747567 -22.7652305999999, -43.2754432999999 -22.7637664, -43.2742845999999 -22.7626979999999, -43.2729972 -22.7625791999999, -43.2721819 -22.7614316, -43.2708943 -22.7614316, -43.2706797 -22.7605609999999, -43.271066 -22.7598882999999, -43.2704651999999 -22.7595320999999, -43.2693063999999 -22.7596111999999, -43.2694352999999 -22.7592155, -43.2716239 -22.7571576, -43.2712377 -22.7555747, -43.2696498 -22.7553768, -43.2684482 -22.7545061, -43.2685341 -22.7529231, -43.2689631 -22.7520919999999, -43.2677186999999 -22.751538, -43.268019 -22.7510235, -43.2688343999999 -22.7504693999999, -43.2693494 -22.7499945, -43.2702077 -22.7499945, -43.2703365 -22.7503111, -43.2709371999999 -22.7503902, -43.2712377 -22.7490051, -43.2729972 -22.7492028999999, -43.2769024 -22.7487676, -43.2776320999999 -22.7480156, -43.2848418999999 -22.748728, -43.2849705 -22.7495590999999, -43.2808936 -22.7496383, -43.2821810999999 -22.7517357999999, -43.2819234999999 -22.7520524, -43.2850134 -22.7556933999999, -43.2825673 -22.7579886999999, -43.2834685 -22.7583844, -43.2854426 -22.7574347, -43.2861291999999 -22.75787, -43.2859147 -22.7598487, -43.2854426 -22.7605609999999, -43.2858717999999 -22.7610754999999, -43.2864726 -22.7612338, -43.286258 -22.7663782, -43.2853138999999 -22.7656263))"
MORRO DA LAGARTIXA,TCP,"POLYGON((-43.368231 -22.8219301999999, -43.3678287 -22.8237376, -43.3687030999999 -22.8238984, -43.3677479999999 -22.8257419999999, -43.366074 -22.828887, -43.3613539999999 -22.825544, -43.3613539999999 -22.825188, -43.360732 -22.8246349999999, -43.360989 -22.8243179999999, -43.361116 -22.824131, -43.3617821999999 -22.8238092999999, -43.36279 -22.82336, -43.36324 -22.822687, -43.362962 -22.821342, -43.363369 -22.8206099999999, -43.363824 -22.8206706, -43.3636673999999 -22.8211069999999, -43.3637404999999 -22.8217228, -43.364098 -22.8221604999999, -43.3645840999999 -22.8223312, -43.3651085 -22.822147, -43.3655577 -22.8219035, -43.3658981999999 -22.8211396, -43.366568 -22.8213909999999, -43.368231 -22.8219301999999))"
MORRO DO CARVÃO,TCP,"POLYGON((-43.7701 -22.854924, -43.7703999999999 -22.854528, -43.769199 -22.8534599999999, -43.775786 -22.847607, -43.7790909999999 -22.850717, -43.77923 -22.850816, -43.7821059999999 -22.853426, -43.781644 -22.853871, -43.782749 -22.854958, -43.7826959999999 -22.8551659999999, -43.78217 -22.8553039999999, -43.7763229999999 -22.856639, -43.774874 -22.8568959999999, -43.774488 -22.8564019999999, -43.7742949999999 -22.8563619999999, -43.773222 -22.8563129999999, -43.772353 -22.856125, -43.77113 -22.85572, -43.770615 -22.855561, -43.7701 -22.854924))"
PARQUE RIACHUELO,TCP,"POLYGON((-41.3060652999999 -21.7578531, -41.3079749999999 -21.7574445999999, -41.3118588 -21.7566174999999, -41.3132535999999 -21.7593777, -41.3076531 -21.7603642, -41.3060652999999 -21.7578531))"
FAVELA DA LAURA,TCP,"POLYGON((-43.1994554 -22.9123711999999, -43.19886 -22.9122378, -43.198345 -22.9121537999999, -43.1984844999999 -22.9094559, -43.1987688 -22.9095596999999, -43.1989833 -22.9096288, -43.1989672999999 -22.9100339999999, -43.1990584 -22.9100488999999, -43.1990048 -22.9102564, -43.1989725999999 -22.9105923999999, -43.1991389 -22.9106121999999, -43.1991174999999 -22.9102859999999, -43.1994392999999 -22.9103502999999, -43.1995681 -22.9103799, -43.1996162999999 -22.9103157, -43.1998255999999 -22.9103947, -43.1999704 -22.9101329, -43.2004102999999 -22.9102712, -43.2000990999999 -22.9111111999999, -43.2006946 -22.9112446, -43.2007482 -22.9125936, -43.1994554 -22.9123711999999))"
MANGUE SECO,TCP,"POLYGON((-43.3059165999999 -22.7041305, -43.3051012 -22.7042097, -43.2997152999999 -22.7052391, -43.2968829 -22.7048826999999, -43.2986852999999 -22.7018145, -43.2988569999999 -22.7000328999999, -43.3011101 -22.6994589, -43.3012173 -22.6976574, -43.3018395999999 -22.6976969999999, -43.3022902 -22.6973209, -43.3025691999999 -22.6967468, -43.303685 -22.6971032, -43.3035561999999 -22.6976377, -43.3028909999999 -22.6986075999999, -43.3027837999999 -22.6992213, -43.3032557999999 -22.6998548, -43.3040283 -22.6997557999999, -43.3045003999999 -22.7002110999999, -43.304157 -22.7007257999999, -43.3046077 -22.7014186, -43.3046290999999 -22.7020520999999, -43.3057019999999 -22.7038335999999, -43.3059165999999 -22.7041305))"
FAVELA DA SERRA PELADA,TCP,"POLYGON((-43.2938200999999 -22.8209105999999, -43.2936002 -22.8209007999999, -43.2933050999999 -22.8207869999999, -43.2931603 -22.8207968999999, -43.2927364999999 -22.8205859, -43.2925648 -22.8205464, -43.2922804999999 -22.8205710999999, -43.2921034999999 -22.8204129, -43.2919962 -22.8204425, -43.2919828 -22.8207287999999, -43.291221 -22.8206792999999, -43.2910279 -22.8205705, -43.2908241 -22.8202441999999, -43.2906953 -22.8189487, -43.29047 -22.8181971999999, -43.2893328 -22.8178708, -43.2893864 -22.8174010999999, -43.2896359 -22.8175598999999, -43.2897351 -22.8174802, -43.2898478 -22.8176384, -43.2901373999999 -22.8174802, -43.2903198 -22.8176185999999, -43.2905129 -22.8174999999999, -43.2906149 -22.8176285, -43.2907865 -22.8174802, -43.2925997 -22.8193937, -43.2924012 -22.8195569, -43.2925139 -22.8196953999999, -43.2921974 -22.8199179, -43.2923208 -22.8200859999999, -43.2926426 -22.8198189999999, -43.2930770999999 -22.8203085, -43.2932648999999 -22.8202047, -43.2939435 -22.8208463999999, -43.2938200999999 -22.8209105999999))"
SENADOR CAMARA,TCP,"POLYGON((-43.4796496 -22.8698547999999, -43.4790080999999 -22.8688774999999, -43.4777635999999 -22.8678889999999, -43.476034 -22.8669484, -43.4759591 -22.8651444, -43.4753388999999 -22.8646661999999, -43.4728906 -22.8643733, -43.4727404 -22.8647687, -43.4720129 -22.8649035, -43.4718197999999 -22.8629066, -43.4724849999999 -22.8627286, -43.4725708 -22.8618981999999, -43.4732145999999 -22.8616608999999, -43.4739656 -22.861305, -43.4747166 -22.8618981999999, -43.4745879 -22.8625506999999, -43.4749955999999 -22.8630054, -43.4754890999999 -22.8627681999999, -43.4757466 -22.8629263, -43.4763902999999 -22.863302, -43.4769267999999 -22.863737, -43.4790295999999 -22.864864, -43.4787292 -22.8656152999999, -43.4773403 -22.8649005999999, -43.4769911 -22.8654769, -43.4791582999999 -22.8673947, -43.4803982 -22.8683642, -43.4804035 -22.870282, -43.4796496 -22.8698547999999))"
MORRO DO QUEROSENE,TCP,"POLYGON((-43.2025032 -22.9243415999999, -43.2024067 -22.9242427999999, -43.2021169999999 -22.9241736, -43.2019346 -22.9239562, -43.2017092999999 -22.9241340999999, -43.2013337999999 -22.9242229999999, -43.2009368 -22.9240055999999, -43.2001643 -22.9241736, -43.1994561999999 -22.9247961, -43.1987159999999 -22.9244798999999, -43.1980937 -22.9237585999999, -43.1978898 -22.9232645, -43.1981473 -22.9230372, -43.1980614999999 -22.9225925, -43.1986300999999 -22.9221578, -43.1991666 -22.9220094999999, -43.1997459 -22.9222566, -43.2003467 -22.9223059999999, -43.200572 -22.9221578, -43.2010046 -22.9220324, -43.2013767 -22.9218119, -43.2019131 -22.9217724, -43.2021492 -22.9217032, -43.2022671999999 -22.9220094999999, -43.2025247 -22.9223653, -43.2026964 -22.9228989, -43.2030895 -22.923126, -43.2034366 -22.9232645, -43.2034151999999 -22.9240945, -43.2027606999999 -22.9243514999999, -43.2025032 -22.9243415999999))"
MORRO DO SOSSEGO,TCP,"POLYGON((-43.3238148999999 -22.7426247999999, -43.3224415999999 -22.743733, -43.3219159 -22.7441188999999, -43.3212829 -22.7446433, -43.3203923999999 -22.7451280999999, -43.3200811999999 -22.7456723, -43.3188122 -22.744252, -43.3188903 -22.7436537999999, -43.3198237 -22.7409031, -43.3208107999999 -22.7400225, -43.321358 -22.7396267, -43.3235144999999 -22.7419618, -43.3239436 -22.7423477, -43.3238148999999 -22.7426247999999))"
PENHA,TCP,"POLYGON((-41.2894039 -21.8013599999999, -41.2874727 -21.8013202, -41.2861852 -21.8020374, -41.2857561 -21.8014396999999, -41.2857561 -21.8008022, -41.2839964999999 -21.7985308999999, -41.2823228 -21.7986903, -41.2820652999999 -21.7965783999999, -41.2806919999999 -21.7966979999999, -41.2799625 -21.7938288999999, -41.2833527999999 -21.7920756, -41.2824515999999 -21.7882102999999, -41.2841253 -21.7875726999999, -41.2873868 -21.7899636, -41.2869577 -21.7909996999999, -41.2871723 -21.7920756, -41.2874727 -21.7911192999999, -41.2909488 -21.7925538, -41.2921504 -21.7912388, -41.2942318 -21.7921752, -41.2928371 -21.7960206, -41.2914853 -21.7990091, -41.2908629999999 -21.7999255999999, -41.2894039 -21.8013599999999))"
VILA MORETH,TCP,"POLYGON((-43.4691412999999 -22.8694530999999, -43.4687764999999 -22.8692455, -43.4684331999999 -22.8689193, -43.4682936999999 -22.8686028999999, -43.4681434999999 -22.867901, -43.4678752999999 -22.8674265, -43.4680218 -22.8668410999999, -43.4703428999999 -22.8669816999999, -43.469667 -22.8696705999999, -43.4695811 -22.8696112, -43.4691412999999 -22.8694530999999))"
PARQUE BEIRA-MAR,TCP,"POLYGON((-43.2902923 -22.7994232999999, -43.2897988 -22.7981771, -43.2877602999999 -22.7936668999999, -43.2883396999999 -22.7931525, -43.2869664 -22.7902248, -43.2876745 -22.7898489, -43.2886829999999 -22.7890576, -43.2896486 -22.7880289, -43.2914939999999 -22.7865055999999, -43.2916655999999 -22.7868419, -43.2969656999999 -22.7896115, -43.2944337 -22.7914314999999, -43.2943693 -22.7918074, -43.2948198999999 -22.7923216999999, -43.2948843 -22.7929349, -43.2960644 -22.7949725, -43.2928673 -22.7998188999999, -43.2926098 -22.8000959, -43.2904854999999 -22.8002936999999, -43.2902923 -22.7994232999999))"
FAVELINHA DO PANTANAL,TCP,"POLYGON((-43.3163747 -22.7446489, -43.3145828999999 -22.7427688999999, -43.3136843 -22.7425582999999, -43.3158086 -22.7410543, -43.3162806999999 -22.7414302999999, -43.3165167999999 -22.7412621, -43.316903 -22.7415786999999, -43.3175252999999 -22.7427956999999, -43.3172678 -22.7429541, -43.3182656 -22.7441711, -43.3163747 -22.7446489))"
ARAUJO - CAMARÁ,TCP,"POLYGON((-43.4850819 -22.8744093999999, -43.4844811 -22.8743698, -43.4840627 -22.8743401999999, -43.4835798999999 -22.8740238999999, -43.4831399999999 -22.8740041, -43.483199 -22.8729339999999, -43.4832473 -22.8720369, -43.4833009 -22.8709297999999, -43.4846635 -22.8711471999999, -43.4860045999999 -22.8713943999999, -43.4850819 -22.8744093999999))"
COREIA (FONSEQUISTÃO),TCP,"POLYGON((-43.0872406 -22.8728209999999, -43.0885924 -22.8740862999999, -43.0867684999999 -22.8743433999999, -43.0853308 -22.8730780999999, -43.0841507 -22.8721290999999, -43.0827988 -22.8710020999999, -43.0835713 -22.8706463, -43.0845368999999 -22.8708834999999, -43.0844939999999 -22.8717336999999, -43.0858244 -22.8716348, -43.0872406 -22.8728209999999))"
DIVISA - CPX DE CAMARÁ X VK,TCP,"POLYGON((-43.4747166 -22.8618981999999, -43.4739656 -22.861305, -43.4745389999999 -22.8589971, -43.474479 -22.8586291, -43.4755443 -22.8587037, -43.4764079999999 -22.8586041, -43.4761450999999 -22.8596133, -43.4772609 -22.8597318999999, -43.4779047 -22.8600878, -43.4787739999999 -22.8602541, -43.4795099999999 -22.8609961, -43.479462 -22.8616360999999, -43.480588 -22.8612941, -43.4816509999999 -22.8619770999999, -43.482766 -22.8620281, -43.48356 -22.8626760999999, -43.4836981999999 -22.8630535999999, -43.48455 -22.8621520999999, -43.485824 -22.8630340999999, -43.489547 -22.8635980999999, -43.4896634999999 -22.8640027, -43.490845 -22.8637661, -43.4928821 -22.8638445, -43.4936117 -22.8640027, -43.4939979 -22.8637257999999, -43.4945987 -22.8637654, -43.4975598999999 -22.8615113999999, -43.5018514 -22.8618276999999, -43.5028814 -22.8640422, -43.502226 -22.8650038, -43.5019040999999 -22.8657550999999, -43.5014896 -22.8679139999999, -43.5003356999999 -22.8680606999999, -43.5000489999999 -22.8677197, -43.5000061 -22.8666916, -43.4989760999999 -22.8662171, -43.4979031999999 -22.8672847, -43.4958991999999 -22.8665458, -43.4951482 -22.8677319999999, -43.4939979 -22.8672847, -43.4932684 -22.8660588999999, -43.4920582999999 -22.8662294, -43.490393 -22.8681151, -43.4896497999999 -22.8669485999999, -43.4878553 -22.8662768, -43.4872172999999 -22.8657426, -43.4851143999999 -22.8657820999999, -43.4843849 -22.8662962, -43.4828127 -22.8658467999999, -43.4823779 -22.8652355, -43.4803079 -22.8650703, -43.4795784 -22.864319, -43.4794754 -22.8645643999999, -43.4754890999999 -22.8627681999999, -43.4749006 -22.8627372999999, -43.4745879 -22.8625506999999, -43.4747166 -22.8618981999999))"
BAIXA DO SAPATEIRO,TCP,"POLYGON((-43.2448937 -22.8590986999999, -43.2453174999999 -22.859074, -43.2454837999999 -22.8600873, -43.2454946 -22.8607051999999, -43.2442821999999 -22.8607496999999, -43.2442232 -22.8607645, -43.2440139999999 -22.8612934, -43.2439871 -22.8615306999999, -43.2430001 -22.8616196, -43.242469 -22.8616691, -43.2411708 -22.8619401, -43.2403232999999 -22.8617126999999, -43.2395293 -22.8617325, -43.2392556999999 -22.8621782, -43.2389820999999 -22.8626626, -43.238848 -22.862806, -43.2386496 -22.8626773999999, -43.2381774999999 -22.8622720999999, -43.2379093 -22.8620101, -43.2379844 -22.8619260999999, -43.2381935999999 -22.8618865999999, -43.2384241999999 -22.861847, -43.2385636999999 -22.8617383, -43.2389391999999 -22.8613033, -43.2392075 -22.8612439999999, -43.2397814 -22.8611253, -43.2403768999999 -22.8609572999999, -43.2409132999999 -22.8607001999999, -43.2409562999999 -22.8605214, -43.2413425 -22.8590245, -43.2415142 -22.8584066, -43.2425173 -22.8585449999999, -43.2436116 -22.8587032, -43.2443196999999 -22.8589107999999, -43.2446631 -22.8591183999999, -43.2448937 -22.8590986999999))"
MANGUEIRAL,TCP,"POLYGON((-43.4823188999999 -22.8676573999999, -43.4822490999999 -22.8678403, -43.4820238 -22.8682209, -43.481938 -22.8684383999999, -43.4816107999999 -22.868389, -43.4812674 -22.8684284999999, -43.4809402 -22.8684582, -43.4807309999999 -22.8684087999999, -43.4804574 -22.8682851999999, -43.4801034 -22.8681417999999, -43.4798512 -22.8679688, -43.4796688 -22.8677711, -43.4794704 -22.8674794999999, -43.4799371 -22.8669556, -43.4800228999999 -22.8670000999999, -43.4801383 -22.8667616, -43.4799624999999 -22.8666244, -43.4804627999999 -22.8654233, -43.4813372 -22.8653393, -43.4823779 -22.8652355, -43.4827372999999 -22.8658335, -43.4823188999999 -22.8676573999999))"
LOTEAMENTO TAQUARAL,TCP,"POLYGON((-43.4800653999999 -22.8662351, -43.4798400999999 -22.8666206999999, -43.4799768999999 -22.8667331, -43.4793761 -22.8674832, -43.4783059 -22.8665119, -43.4775764 -22.8658002, -43.4773724999999 -22.8655234, -43.4770614 -22.8653255999999, -43.4773403 -22.8649005999999, -43.478145 -22.8653255999999, -43.4787029 -22.8658298, -43.4794754 -22.8645643999999, -43.4803229 -22.8653750999999, -43.4800653999999 -22.8662351))"
FAVELA PRAIA DO ROSA,TCP,"POLYGON((-43.1895574 -22.7963473999999, -43.1883771999999 -22.7956748, -43.1877335 -22.7948044, -43.1877979 -22.7942209, -43.1890639 -22.7920844, -43.1895145 -22.7923415999999, -43.1894715999999 -22.7926878, -43.1888921999999 -22.794389, -43.1886239999999 -22.794389, -43.1885382 -22.7947351999999, -43.1892033999999 -22.7953780999999, -43.1896002999999 -22.795111, -43.1910809 -22.7960110999999, -43.1905874 -22.7968617, -43.1904479 -22.7967528999999, -43.1895574 -22.7963473999999))"
MORRO SÃO JOSÉ DA PEDRA (COMPLEXO DA SERRINHA),TCP,"POLYGON((-43.3332488999999 -22.8738660999999, -43.3324765 -22.8739254, -43.3324120999999 -22.8731346, -43.3322403999999 -22.8729764, -43.331425 -22.8722647, -43.3313821 -22.8716716, -43.3317683999999 -22.8715726999999, -43.3324979 -22.8715529, -43.332691 -22.8713749999999, -43.3320257999999 -22.8710586999999, -43.3313821 -22.8707621, -43.3307169 -22.8702481, -43.3298586 -22.8701096999999, -43.3305238 -22.8696945, -43.3311674999999 -22.8698130999999, -43.3333347999999 -22.8684686999999, -43.3336780999999 -22.8692002, -43.3340643 -22.8701887, -43.3344935 -22.8711971, -43.3354591 -22.8732333999999, -43.3350728 -22.8740835, -43.3344719999999 -22.8743603, -43.3335279 -22.8746371, -43.3333777 -22.8746371, -43.3332488999999 -22.8738660999999))"
MORRO DO PAU BRANCO,TCP,"POLYGON((-43.3575896999999 -22.7824085999999, -43.3574824 -22.7817952999999, -43.3579759 -22.7816172999999, -43.3584051 -22.7813204999999, -43.3580618 -22.7806083, -43.3575896999999 -22.7806280999999, -43.3574179999999 -22.7811227, -43.3567743 -22.7808259, -43.3563665999999 -22.7809644, -43.3560447 -22.7807864, -43.3559375 -22.7803312999999, -43.3553151999999 -22.7799553999999, -43.3552936999999 -22.7793816999999, -43.3549288999999 -22.7794410999999, -43.3544353999999 -22.7796784999999, -43.3539848 -22.7800938999999, -43.3534913 -22.7801731, -43.352633 -22.7797972, -43.3526543999999 -22.7794410999999, -43.3535770999999 -22.7790454, -43.3533839999999 -22.7783727, -43.3529978 -22.777977, -43.3517532 -22.778808, -43.3518819999999 -22.7780364, -43.3554225 -22.7757612, -43.3560661999999 -22.7755830999999, -43.356152 -22.7759589999999, -43.3565811999999 -22.7765722999999, -43.3574824 -22.7762756, -43.3580832 -22.7761963999999, -43.3594993999999 -22.7770075999999, -43.3598641999999 -22.7771064999999, -43.3609155999999 -22.7770669, -43.3610873 -22.7775417999999, -43.3613233 -22.7780562, -43.361731 -22.7801335, -43.3628682999999 -22.7840308999999, -43.3613662 -22.7838924, -43.3606796 -22.783655, -43.3587055 -22.7829032, -43.3586625999999 -22.7826459999999, -43.3581260999999 -22.7824482, -43.3575896999999 -22.7824085999999))"
MASSAPÊ,TCP,"POLYGON((-43.2663143999999 -22.6449883999999, -43.2697019999999 -22.6376751999999, -43.2781161 -22.6415426, -43.278159 -22.6452657, -43.2699622 -22.6500184, -43.2692754999999 -22.6498996, -43.2684788999999 -22.6483693, -43.2663143999999 -22.6449883999999))"
